MSOA Code,MSOA Name,Total population,Local Authority English Name,Proportion of Population in 10% Most Deprived LSOAs,Proportion of Population in 20% Most Deprived LSOAs,Proportion of Population in 30% Most Deprived LSOAs,Proportion of Population in 40% Most Deprived LSOAs,Proportion of Population in 50% Most Deprived LSOAs,Proportion of Population in 60% Most Deprived LSOAs,Proportion of Population in 70% Most Deprived LSOAs,Proportion of Population in 80% Most Deprived LSOAs,Proportion of Population in 90% Most Deprived LSOAs,WIMD 2019 rank,MSOA HoCL English Name,MSOA HoCl Welsh Name
W02000061,Flintshire 004,6631,Flintshire,0,0.5026391192881918,0.7285477303574122,1,1,1,1,1,1,339,Flint North East,Gogledd-ddwyrain y Fflint
W02000269,Rhondda Cynon Taf 018,8424,Rhondda Cynon Taf,0.1486229819563153,0.4368471035137702,0.6390075973409307,1,1,1,1,1,1,338,Tonypandy East,Dwyrain Tonypandy
W02000257,Rhondda Cynon Taf 006,7318,Rhondda Cynon Taf,0.19732167258813885,0.4145941514074884,0.8181197048373873,0.8181197048373873,0.8181197048373873,1,1,1,1,337,Mountain Ash,Aberpennar
W02000383,Cardiff 017,7290,Cardiff,0.22482853223593965,0.4587105624142661,0.6347050754458162,0.6347050754458162,0.8111111111111111,1,1,1,1,336,Llanedeyrn,Llanedern
W02000288,Merthyr Tydfil 006,8090,Merthyr Tydfil,0.12818294190358467,0.12818294190358467,0.6354758961681087,0.8221260815822002,0.8221260815822002,1,1,1,1,335,"Merthyr Vale, Troed-y-rhiw & Bedlinog","Ynysowen, Troed-y-rhiw a Bedlinog"
W02000321,Blaenau Gwent 008,9059,Blaenau Gwent,0.17165250027596865,0.32597416933436363,0.8321006733635059,0.8321006733635059,0.8321006733635059,1,1,1,1,334,Abertillery North & Cwmtillery,Gogledd Abertyleri a Chwmtyleri
W02000210,Neath Port Talbot 012,6540,Neath Port Talbot,0,0.7611620795107034,0.7611620795107034,0.7611620795107034,0.7611620795107034,0.7611620795107034,0.7611620795107034,0.7611620795107034,1,333,Neath South,De Castell-nedd
W02000052,Denbighshire 011,5160,Denbighshire,0.2779069767441861,0.2779069767441861,0.6040697674418605,1,1,1,1,1,1,332,Denbigh West,Gorllewin Dinbych
W02000319,Blaenau Gwent 006,8329,Blaenau Gwent,0.18681714491535598,0.3873214071317085,0.3873214071317085,0.3873214071317085,0.7687597550726377,0.7687597550726377,1,1,1,331,Tredegar & Georgetown,Tredegar a Georgetown
W02000066,Flintshire 009,10124,Flintshire,0.3111418411694982,0.41939944685894903,0.41939944685894903,0.5725997629395496,0.7719280916633742,1,1,1,1,330,Shotton & Garden City,Shotton a Garden City
W02000357,Newport 011,7975,Newport,0.42670846394984324,0.42670846394984324,0.42670846394984324,0.42670846394984324,0.7976175548589342,1,1,1,1,329,Maendy,Maendy
W02000089,Wrexham 012,8711,Wrexham,0.1736884399035702,0.3231546320743887,0.5986683503616117,0.8591436115256572,1,1,1,1,1,328,Hermitage & Whitegate,Hermitage a Whitegate
W02000324,Torfaen 002,7382,Torfaen,0,0.5659712814955297,0.5659712814955297,0.5659712814955297,0.7725548631807099,1,1,1,1,327,Abersychan,Abersychan
W02000267,Rhondda Cynon Taf 016,6543,Rhondda Cynon Taf,0,0.19410056548983648,0.6736970808497631,1,1,1,1,1,1,326,Tonypandy West & Clydach Vale,Gorllewin Tonypandy a Cwmclydach
W02000296,Caerphilly 007,7725,Caerphilly,0,0.24699029126213592,0.8532038834951456,0.8532038834951456,1,1,1,1,1,325,Pengam & Cefn Fforest,Pengam a Chefn Fforest
W02000064,Flintshire 007,6074,Flintshire,0,0.5283174185051037,0.5283174185051037,0.7948633519920975,0.7948633519920975,0.7948633519920975,0.7948633519920975,1,1,324,Connah's Quay North,Gogledd Cei Connah
W02000165,Carmarthenshire 024,6710,Carmarthenshire,0.269150521609538,0.269150521609538,0.269150521609538,0.520715350223547,0.7688524590163934,1,1,1,1,323,Llanelli Bigyn,Llanelli Bigyn
W02000381,Cardiff 015,6452,Cardiff,0,0.5218536887786733,0.736360818350899,0.736360818350899,0.736360818350899,1,1,1,1,322,Llanrumney South,De Llanrhymni
W02000248,The Vale of Glamorgan 012,11152,Vale of Glamorgan,0,0.3014705882352941,0.697274031563845,0.8526721664275466,1,1,1,1,1,321,Barry East,Dwyrain y Barri
W02000219,Bridgend 002,7352,Bridgend,0,0.6032372143634385,0.7970620239390642,0.7970620239390642,0.7970620239390642,0.7970620239390642,1,1,1,320,Maesteg East,Dwyrain Maesteg
W02000320,Blaenau Gwent 007,8560,Blaenau Gwent,0.1413551401869159,0.3074766355140187,0.6813084112149532,0.8282710280373832,0.8282710280373832,0.8282710280373832,1,1,1,319,Ebbw Vale South & Cwm,De Glynebwy a Chwm
W02000317,Blaenau Gwent 004,7762,Blaenau Gwent,0.22300953362535428,0.3957742849780984,0.3957742849780984,0.5809069827364082,0.7769904663746457,0.7769904663746457,1,1,1,318,Ebbw Vale North & Glyncoed,Gogledd Glynebwy a Glyncoed
W02000307,Caerphilly 018,6859,Caerphilly,0,0.5175681586237061,0.5175681586237061,1,1,1,1,1,1,317,Aber Valley,Cwm Aber
W02000423,Cardiff 049,10620,Cardiff,0.24698681732580038,0.4036723163841808,0.7094161958568739,0.7094161958568739,0.7094161958568739,0.8418079096045198,0.8418079096045198,0.8418079096045198,0.8418079096045198,316,Butetown,Tre-biwt
W02000137,Pembrokeshire 012,7616,Pembrokeshire,0,0.4789915966386555,0.4789915966386555,0.8595063025210085,1,1,1,1,1,315,Milford Haven West,Gorllewin Aberdaugleddau
W02000375,Cardiff 009,7399,Cardiff,0.2117853764022165,0.2117853764022165,0.2117853764022165,0.5994053250439249,0.7855115556156237,0.7855115556156237,1,1,1,314,Pentwyn,Pentwyn
W02000130,Pembrokeshire 005,7121,Pembrokeshire,0.22187894958573234,0.22187894958573234,0.5584889762673781,0.5584889762673781,0.5584889762673781,0.5584889762673781,1,1,1,313,Haverfordwest North,Gogledd Hwlffordd
W02000220,Bridgend 003,8132,Bridgend,0,0.279021151008362,0.6302262666010822,0.7832021642892277,1,1,1,1,1,312,"Nant-y-moel, Ogmore Vale & Blackmill","Nant-y-moel, Cwmogwr a Melin Ifan Ddu"
W02000326,Torfaen 004,9021,Torfaen,0,0.35494956213280127,0.6972619443520675,0.8627646602372242,0.8627646602372242,1,1,1,1,311,Pontypool,Pont-y-pŵl
W02000323,Torfaen 001,6399,Torfaen,0,0.25957180809501484,0.5122675418034068,0.7755899359274887,1,1,1,1,1,310,Blaenavon,Blaenafon
W02000188,Swansea 021,8009,Swansea,0,0.2578349356973405,0.6106879760269697,0.7987264327631415,1,1,1,1,1,309,St Thomas,St Thomas
W02000031,Conwy 005,8393,Conwy,0,0.17836292148218755,0.6472060050041701,0.8242583104968426,1,1,1,1,1,308,Kinmel Bay & Towyn,Bae Cinmel a Thowyn
W02000397,Cardiff 031,6459,Cardiff,0.24477473293079424,0.5020901068276823,0.5020901068276823,0.5020901068276823,0.5020901068276823,0.763585694379935,0.763585694379935,1,1,307,Fairwater South,De'r Tyllgoed
W02000389,Cardiff 023,8605,Cardiff,0.13840790238233586,0.304938988959907,0.4778617083091226,0.6257989540964556,0.8159209761766415,0.8159209761766415,0.8159209761766415,1,1,306,Llandaf North,Ystum Taf
W02000284,Merthyr Tydfil 002,9618,Merthyr Tydfil,0.1629236847577459,0.35142441255978374,0.35142441255978374,0.6644832605531296,0.8308380120607195,1,1,1,1,305,Dowlais,Dowlais
W02000015,Gwynedd 006,8400,Gwynedd,0.3032142857142857,0.549404761904762,0.549404761904762,0.549404761904762,0.549404761904762,0.549404761904762,0.7213095238095238,1,1,304,Caernarfon East,Dwyrain Caernarfon
W02000060,Flintshire 003,10868,Flintshire,0.1882591093117409,0.33235185866764816,0.5361612072138388,0.5361612072138388,0.7087780640412219,0.8803827751196173,1,1,1,303,Holywell & Bagillt,Treffynnon a Bagillt
W02000314,Blaenau Gwent 001,7078,Blaenau Gwent,0,0.4340209098615428,0.4340209098615428,0.6284261090703589,0.6284261090703589,0.8307431477818593,0.8307431477818593,1,1,302,Rassau & Beaufort,Rasa a Chendl
W02000315,Blaenau Gwent 002,5442,Blaenau Gwent,0,0.2884968761484748,0.7522969496508637,0.7522969496508637,1,1,1,1,1,301,Bryn-mawr,Bryn-mawr
W02000301,Caerphilly 012,7950,Caerphilly,0.23383647798742138,0.23383647798742138,0.23383647798742138,0.7216352201257862,0.7216352201257862,1,1,1,1,300,Hengoed & Maesycwmer,Hengoed a Maesycwmer
W02000176,Swansea 009,9098,Swansea,0.21444273466695976,0.21444273466695976,0.38052319191031,0.38052319191031,0.5400087931413498,0.6974060233018246,0.835788085293471,0.835788085293471,1,299,Mynydd-bach,Mynydd-bach
W02000159,Carmarthenshire 018,6136,Carmarthenshire,0,0.4639830508474576,0.6621577574967406,0.6621577574967406,0.6621577574967406,1,1,1,1,298,Cydweli & Trimsaran,Cydweli a Thrimsaran
W02000262,Rhondda Cynon Taf 011,5274,Rhondda Cynon Taf,0.19890026545316647,0.19890026545316647,0.490709139173303,0.7593856655290102,0.7593856655290102,0.7593856655290102,0.7593856655290102,1,1,297,Pentre,Pentre
W02000275,Rhondda Cynon Taf 024,6005,Rhondda Cynon Taf,0.27160699417152373,0.27160699417152373,0.27160699417152373,0.5004163197335554,0.7493755203996669,0.7493755203996669,0.7493755203996669,0.7493755203996669,1,296,Tonyrefail East,Dwyrain Tonyrefail
W02000094,Wrexham 017,9290,Wrexham,0.22443487621097954,0.22443487621097954,0.5838536060279871,0.5838536060279871,0.5838536060279871,0.5838536060279871,0.7796555435952637,1,1,295,Cefn Mawr,Cefn-mawr
W02000216,Neath Port Talbot 018,7109,Neath Port Talbot,0,0.2239414826276551,0.42903361935574624,0.8091152060768041,0.8091152060768041,1,1,1,1,294,Port Talbot East,Dwyrain Port Talbot
W02000166,Carmarthenshire 025,8909,Carmarthenshire,0.16062408800089797,0.33112582781456956,0.33112582781456956,0.7301605118419575,0.7301605118419575,0.7301605118419575,1,1,1,293,Bynea & Llwynhendy,Bynea a Llwynhendy
W02000274,Rhondda Cynon Taf 023,10146,Rhondda Cynon Taf,0.352059925093633,0.352059925093633,0.352059925093633,0.4967474866942638,0.817465010841711,0.817465010841711,0.817465010841711,0.817465010841711,0.817465010841711,292,Tonyrefail West,Gorllewin Tonyrefail
W02000393,Cardiff 027,6603,Cardiff,0.2789641072239891,0.2789641072239891,0.2789641072239891,0.7482962289868241,0.7482962289868241,0.7482962289868241,0.7482962289868241,1,1,291,Fairwater North,Gogledd y Tyllgoed
W02000268,Rhondda Cynon Taf 017,9120,Rhondda Cynon Taf,0.17094298245614034,0.17094298245614034,0.3393640350877193,0.6368421052631579,0.8246710526315789,0.8246710526315789,1,1,1,290,Porth East & Ynys-hir,Dwyrain Porth ac Ynys-hir
W02000135,Pembrokeshire 010,7328,Pembrokeshire,0,0.32137008733624456,0.32137008733624456,0.607532751091703,1,1,1,1,1,289,Milford Haven East,Dwyrain Aberdaugleddau
W02000351,Newport 005,6094,Newport,0,0.24827699376435838,0.5042664916311126,0.5042664916311126,0.7643583852970135,0.7643583852970135,0.7643583852970135,1,1,288,Beechwood,Beechwood
W02000255,Rhondda Cynon Taf 004,6847,Rhondda Cynon Taf,0,0.3684825471009201,0.3684825471009201,0.5846356068351103,0.8327734774353731,0.8327734774353731,0.8327734774353731,0.8327734774353731,1,287,Aberdare East & Cwm-bach,Dwyrain Aberdâr a Chwm-bach
W02000092,Wrexham 015,7024,Wrexham,0,0,0.5626423690205011,0.773490888382688,1,1,1,1,1,286,Rhosllannerchrugog & Johnstown South,Rhosllannerchrugog a De Johnstown
W02000227,Bridgend 010,7535,Bridgend,0,0.3410749834107498,0.53550099535501,0.7547445255474453,0.7547445255474453,0.7547445255474453,1,1,1,285,Cornelly,Corneli
W02000417,Neath Port Talbot 020,10437,Neath Port Talbot,0,0.13385072338794674,0.4006898534061512,0.68659576506659,1,1,1,1,1,284,Ystalyfera & Gwaun-Cae-Gurwen,Ystalyfera a Gwauncaegurwen
W02000161,Carmarthenshire 020,5611,Carmarthenshire,0,0.37408661557654604,0.7169844947424702,0.7169844947424702,0.7169844947424702,0.7169844947424702,1,1,1,283,Dafen & Felin-foel,Dafen a Felin-foel
W02000201,Neath Port Talbot 003,5343,Neath Port Talbot,0,0.29515253602844843,0.6735916151974546,0.6735916151974546,0.6735916151974546,1,1,1,1,282,Glynneath,Glyn-nedd
W02000308,Caerphilly 019,9172,Caerphilly,0.16136066288704753,0.16136066288704753,0.4693632795464457,0.4693632795464457,0.4693632795464457,0.8194505015263847,0.8194505015263847,1,1,281,Llanbradach & Penyrheol,Llanbradach a Phenyrheol
W02000058,Flintshire 001,5066,Flintshire,0,0,0.6419265692854323,0.6419265692854323,0.6419265692854323,1,1,1,1,280,"Gronant, Ffynnongroyw & Trelawnyd","Gronant, Ffynnongroyw a Threlawnyd"
W02000224,Bridgend 007,6488,Bridgend,0.18649815043156598,0.18649815043156598,0.18649815043156598,0.5923242909987669,0.7728113440197287,1,1,1,1,279,"Sarn, Bryn-coch & Bryncethin","Sarn, Bryn-coch a Bryncethin"
W02000027,Conwy 001,8897,Conwy,0,0.1979318871529729,0.4217151848937844,0.8309542542430033,0.8309542542430033,1,1,1,1,278,Llandudno Town & Gogarth,Tref Llandudno a Gogarth
W02000329,Torfaen 007,7400,Torfaen,0.18013513513513513,0.18013513513513513,0.18013513513513513,0.40662162162162163,0.5993243243243244,0.8395945945945946,0.8395945945945946,1,1,277,Pontnewydd & Upper Cwmbran,Pontnewydd a Chwmbrân Uchaf
W02000163,Carmarthenshire 022,5422,Carmarthenshire,0,0,0.6962375507192917,0.6962375507192917,0.6962375507192917,0.6962375507192917,1,1,1,276,Llanelli North,Gogledd Llanelli
W02000109,Powys 013,5529,Powys,0,0.23060227889310905,0.23060227889310905,0.6044492674986435,1,1,1,1,1,275,Llandrindod Wells,Llandrindod
W02000081,Wrexham 004,5956,Wrexham,0,0.5090664875755541,0.5090664875755541,0.5090664875755541,0.5090664875755541,0.5090664875755541,0.7397582269979852,1,1,274,Gwersyllt West & Summerhill,Gorllewin Gwersyllt a Brynhyfryd
W02000297,Caerphilly 008,7587,Caerphilly,0,0.3918544879398972,0.3918544879398972,0.6227758007117438,0.6227758007117438,0.8124423355740081,0.8124423355740081,0.8124423355740081,1,273,St Cattwg,St Cattwg
W02000217,Neath Port Talbot 019,6732,Neath Port Talbot,0.22608437314319668,0.22608437314319668,0.3897801544860368,0.6942959001782532,0.6942959001782532,0.6942959001782532,0.6942959001782532,1,1,272,Port Talbot South & Margam,De Port Talbot a Margam
W02000406,Cardiff 040,8956,Cardiff,0,0.20868691380080392,0.20868691380080392,0.6039526574363555,0.835194283162126,1,1,1,1,271,Canton,Treganna
W02000151,Carmarthenshire 010,7395,Carmarthenshire,0,0,0.3261663286004057,0.8035158891142664,1,1,1,1,1,270,"Brynaman, Y Garnant & Glanaman","Brynaman, Y Garnant a Glanaman"
W02000225,Bridgend 008,9201,Bridgend,0,0.14368003477882837,0.455820019563091,0.455820019563091,0.8350179328333877,0.8350179328333877,0.8350179328333877,0.8350179328333877,1,269,"Pyle, Kenfig Hill & Cefncribwr","Y Pîl, Mynydd Cynffig a Chefncribwr"
W02000310,Caerphilly 021,5396,Caerphilly,0.2687175685693106,0.2687175685693106,0.2687175685693106,0.2687175685693106,0.2687175685693106,0.2687175685693106,0.5604151223128243,0.5604151223128243,1,268,Machen,Machen
W02000261,Rhondda Cynon Taf 010,7783,Rhondda Cynon Taf,0,0,0.398946421688295,0.590389310034691,1,1,1,1,1,267,Treorchy,Treorci
W02000253,Rhondda Cynon Taf 002,6853,Rhondda Cynon Taf,0,0,0.22836713847949802,0.7209981030205749,0.7209981030205749,0.7209981030205749,1,1,1,266,Aberdare North & Llwydcoed,Gogledd Aberdâr a Llwydcoed
W02000249,The Vale of Glamorgan 013,9207,Vale of Glamorgan,0.16291951775822744,0.16291951775822744,0.35896600412729446,0.5027696318018898,0.6737265124361899,0.6737265124361899,0.8510915607689801,1,1,265,Barry West,Gorllewin y Barri
W02000337,Monmouthshire 002,7570,Monmouthshire,0,0.20052840158520477,0.20052840158520477,0.7602377807133421,0.7602377807133421,1,1,1,1,264,Abergavenny North,Gogledd y Fenni
W02000124,Ceredigion 009,8854,Ceredigion,0.13779082900384007,0.26959566297718546,0.26959566297718546,0.26959566297718546,0.7343573526089903,0.7343573526089903,1,1,1,263,Cardigan & Aber-porth,Aberteifi ac Aber-porth
W02000043,Denbighshire 002,5257,Denbighshire,0,0,0.7312155221609283,0.7312155221609283,0.7312155221609283,0.7312155221609283,0.7312155221609283,0.7312155221609283,0.7312155221609283,262,Prestatyn Central & East,Canol a Dwyrain Prestatyn
W02000182,Swansea 015,7892,Swansea,0,0,0.20248352762290928,0.8058793715154587,0.8058793715154587,1,1,1,1,261,Cwmbwrla,Cwmbwrla
W02000028,Conwy 002,7073,Conwy,0.22621235684999294,0.22621235684999294,0.22621235684999294,0.4863565672274848,0.4863565672274848,0.4863565672274848,0.4863565672274848,0.7247278382581649,1,260,Llandudno South,De Llandudno
W02000184,Swansea 017,7261,Swansea,0,0.22214570995730615,0.22214570995730615,0.22214570995730615,0.7270348436854428,0.7270348436854428,1,1,1,259,Cockett,Y Cocyd
W02000205,Neath Port Talbot 007,5848,Neath Port Talbot,0,0,0.5757523939808481,0.5757523939808481,0.5757523939808481,0.5757523939808481,0.8211354309165527,1,1,258,Neath Abbey,Abaty Castell-nedd
W02000416,Powys 021,10115,Powys,0.11616411270390509,0.11616411270390509,0.11616411270390509,0.3208106772120613,0.7976272862086011,0.7976272862086011,1,1,1,257,Ystradgynlais & Tawe Uchaf,Ystradgynlais a Thawe Uchaf
W02000212,Neath Port Talbot 014,7854,Neath Port Talbot,0,0.20346320346320346,0.20346320346320346,0.5613700025464732,0.7584670231729055,0.7584670231729055,0.7584670231729055,0.7584670231729055,1,256,Cwmafan & Bryn,Cwmafan a Bryn
W02000090,Wrexham 013,5726,Wrexham,0,0.3932937478169752,0.3932937478169752,0.3932937478169752,0.5944813133077191,0.8124345092560251,0.8124345092560251,0.8124345092560251,1,255,Pen-y-cae & Minera,Pen-y-cae a Mwynglawdd
W02000200,Neath Port Talbot 002,5211,Neath Port Talbot,0,0,0.6303972366148531,0.6303972366148531,0.6303972366148531,0.6303972366148531,1,1,1,254,Dulais Valley,Cwmdulais
W02000154,Carmarthenshire 013,7774,Carmarthenshire,0,0,0.5156933367635709,0.5156933367635709,0.5156933367635709,0.8281450990481091,0.8281450990481091,0.8281450990481091,1,253,Ammanford & Betws,Rhydaman a Betws
W02000299,Caerphilly 010,6658,Caerphilly,0,0.24241513968158607,0.24241513968158607,0.24241513968158607,0.47702012616401324,0.7204866326224091,1,1,1,252,Newbridge,Trecelyn
W02000099,Powys 003,6691,Powys,0,0.2226871917501121,0.41144821401883125,0.41144821401883125,0.41144821401883125,1,1,1,1,251,Welshpool,Y Trallwng
W02000169,Swansea 002,9417,Swansea,0,0.16852500796431985,0.32674949559307637,0.48635446532866095,0.6515875544228523,0.8504831687373898,0.8504831687373898,0.8504831687373898,1,250,Clydach & Mawr,Clydach a Mawr
W02000203,Neath Port Talbot 005,6797,Neath Port Talbot,0,0,0.2587906429307047,0.7941739002501104,0.7941739002501104,1,1,1,1,249,Aberdulais & Resolfen,Aberdulais a Resolfen
W02000245,The Vale of Glamorgan 009,8775,Vale of Glamorgan,0,0.2931054131054131,0.47213675213675216,0.47213675213675216,0.6719088319088319,0.6719088319088319,0.6719088319088319,0.6719088319088319,0.6719088319088319,248,Palmerstown,Palmerstown
W02000294,Caerphilly 005,5676,Caerphilly,0,0.26409443269908384,0.26409443269908384,0.48766737138830163,0.48766737138830163,0.7422480620155039,0.7422480620155039,0.7422480620155039,1,247,"North Blackwood, Argoed & Markham","Gogledd Coed-duon, Argoed a Markham"
W02000222,Bridgend 005,6090,Bridgend,0,0.24236453201970443,0.24236453201970443,0.4832512315270936,0.4832512315270936,0.7456486042692939,0.7456486042692939,1,1,246,"Maesteg West, Garth & Llangynwyd","Gorllewin Maesteg, Garth a Llangynwyd"
W02000035,Conwy 009,8627,Conwy,0.14037324678335458,0.301958966036861,0.301958966036861,0.301958966036861,0.301958966036861,0.301958966036861,0.8111742204706155,1,1,245,Old Colwyn & Llanddulas,Hen Golwyn a Llanddulas
W02000042,Denbighshire 001,5840,Denbighshire,0,0,0,0.26267123287671235,1,1,1,1,1,244,Prestatyn North,Gogledd Prestatyn
W02000363,Newport 017,5716,Newport,0,0.26364590622813155,0.26364590622813155,0.5176696990902729,0.5176696990902729,0.7634709587123862,0.7634709587123862,1,1,243,Gaer,Gaer
W02000068,Flintshire 011,5561,Flintshire,0,0,0.3801474554936163,0.3801474554936163,0.6827908649523468,0.6827908649523468,1,1,1,242,Queensferry & Sandycroft,Queensferry a Sandycroft
W02000254,Rhondda Cynon Taf 003,7710,Rhondda Cynon Taf,0,0.23047989623865112,0.4203631647211414,0.6155642023346304,0.6155642023346304,0.6155642023346304,0.6155642023346304,0.816083009079118,0.816083009079118,241,Aberdare West,Gorllewin Aberdâr
W02000036,Conwy 010,10782,Conwy,0.10508254498237804,0.2789834910035244,0.2789834910035244,0.42839918382489334,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8620849564088295,240,Abergele,Abergele
W02000272,Rhondda Cynon Taf 021,9840,Rhondda Cynon Taf,0,0.09928861788617886,0.2710365853658537,0.5566056910569106,0.5566056910569106,0.7048780487804878,0.8722560975609757,1,1,239,Pontypridd West,Gorllewin Pontypridd
W02000233,Bridgend 016,6308,Bridgend,0.1880152187698161,0.1880152187698161,0.1880152187698161,0.1880152187698161,0.39949270767279643,0.39949270767279643,0.6233354470513633,1,1,238,Brackla West,Gorllewin Bracla
W02000018,Gwynedd 009,6484,Gwynedd,0,0,0.29410857495373227,0.4740900678593461,0.7675817396668723,1,1,1,1,237,Blaenau Ffestiniog & Trawsfynydd,Blaenau Ffestiniog a Thrawsfynydd
W02000419,Denbighshire 017,10693,Denbighshire,0,0.15318432619470682,0.15318432619470682,0.3073038436360236,0.5547554474890115,0.5547554474890115,0.8824464603011316,1,1,236,Rhyl East,Dwyrain y Rhyl
W02000148,Carmarthenshire 007,5164,Carmarthenshire,0,0.2275367931835786,0.2275367931835786,0.7596824167312161,0.7596824167312161,0.7596824167312161,0.7596824167312161,0.7596824167312161,0.7596824167312161,235,Carmarthen North,Gogledd Caerfyrddin
W02000289,Merthyr Tydfil 007,8679,Merthyr Tydfil,0,0,0.1846986980066828,0.6304873833390944,0.7921419518377694,0.7921419518377694,0.7921419518377694,0.7921419518377694,1,234,Treharris & Trelewis,Treharris a Trelewis
W02000306,Caerphilly 017,5205,Caerphilly,0,0,0,0.35369836695485113,1,1,1,1,1,233,Risca West,Gorllewin Rhisga
W02000001,Isle of Anglesey 001,8675,Isle of Anglesey,0,0,0.3009798270893372,0.5368299711815562,0.7135446685878962,1,1,1,1,232,Amlwch & Llannerch-y-medd,Amlwch a Llannerch-y-medd
W02000082,Wrexham 005,7810,Wrexham,0,0,0.2293213828425096,0.47528809218950063,0.47528809218950063,1,1,1,1,231,New Broughton & Bryn Cefn,New Broughton a Bryn Cefn
W02000144,Carmarthenshire 003,7627,Carmarthenshire,0,0,0.22879244788252262,0.520256981775272,0.7874655827979546,1,1,1,1,230,"Tre-lech, Cenarth & Llangeler","Tre-lech, Cenarth a Llangeler"
W02000300,Caerphilly 011,8652,Caerphilly,0,0,0.19590846047156726,0.6466712898751734,0.6466712898751734,0.8472029588534443,0.8472029588534443,0.8472029588534443,1,229,Pontllan-fraith,Pontllan-fraith
W02000270,Rhondda Cynon Taf 019,6737,Rhondda Cynon Taf,0,0,0.19311266142199793,0.5845331750037108,0.8196526643906783,0.8196526643906783,0.8196526643906783,1,1,228,Pontypridd East & Cilfynydd,Dwyrain Pontypridd a Chilfynydd
W02000251,The Vale of Glamorgan 015,9511,Vale of Glamorgan,0,0.23078540637156977,0.23078540637156977,0.4032173273052255,0.6767952896645989,0.6767952896645989,0.6767952896645989,0.6767952896645989,0.840395331721165,227,Barry Island,Ynys y Barri
W02000086,Wrexham 009,5152,Wrexham,0,0,0.31308229813664595,0.31308229813664595,0.31308229813664595,1,1,1,1,226,Acton & Maes-y-dre,Gwaunyterfyn a Maes-y-dre
W02000277,Rhondda Cynon Taf 026,7236,Rhondda Cynon Taf,0.19112769485903813,0.19112769485903813,0.19112769485903813,0.19112769485903813,0.19112769485903813,0.7251243781094527,1,1,1,225,Taff's Well & Nantgarw,Ffynnon Taf a Nantgarw
W02000229,Bridgend 012,6264,Bridgend,0,0,0.526021711366539,0.526021711366539,0.526021711366539,0.526021711366539,0.7895913154533845,1,1,224,Cefn-glas & Bryntirion,Cefn-glas a Bryntirion
W02000305,Caerphilly 016,6357,Caerphilly,0,0,0.518798175239893,0.518798175239893,0.518798175239893,0.518798175239893,0.7325782601856221,1,1,223,Risca East,Dwyrain Rhisga
W02000208,Neath Port Talbot 010,10668,Neath Port Talbot,0,0.15551181102362205,0.15551181102362205,0.364923134608174,0.483970753655793,0.6003937007874016,1,1,1,222,Skewen & Jersey Marine,Sgiwen a Jersey Marine
W02000353,Newport 007,7190,Newport,0,0.24242002781641167,0.24242002781641167,0.24242002781641167,0.46091794158553545,0.6390820584144645,0.8369958275382475,1,1,221,St Julians & Barnardtown,Sain Silian a Barnardtown
W02000312,Caerphilly 023,7549,Caerphilly,0,0.2153927672539409,0.4077361239899324,0.4077361239899324,0.4077361239899324,0.6506822095641807,0.6506822095641807,0.819711220029143,0.819711220029143,220,Caerphilly West,Gorllewin Caerffili
W02000162,Carmarthenshire 021,8401,Carmarthenshire,0,0,0.3973336507558624,0.3973336507558624,0.5735031543863826,0.5735031543863826,0.7332460421378407,0.7332460421378407,1,219,Pembrey & Burry Port,Pen-bre a Phorth Tywyn
W02000354,Newport 008,5769,Newport,0,0.23990292945051137,0.23990292945051137,0.516033974692321,0.516033974692321,0.516033974692321,0.516033974692321,1,1,218,Lawrence Hill,Lawrence Hill
W02000309,Caerphilly 020,6857,Caerphilly,0,0.2588595595741578,0.2588595595741578,0.2588595595741578,0.4961353361528365,0.7347236400758349,0.7347236400758349,0.7347236400758349,1,217,Bedwas & Trethomas,Bedwas a Thretomas
W02000377,Cardiff 011,7283,Cardiff,0,0,0.305231360703007,0.305231360703007,0.305231360703007,0.5284910064533846,0.7700123575449678,1,1,216,Pwll-mawr & St Mellons East,Pwll-mawr a Dwyrain Llaneirwg
W02000164,Carmarthenshire 023,7348,Carmarthenshire,0,0,0.24510070767555797,0.24510070767555797,0.5574305933587371,1,1,1,1,215,Llanelli West,Gorllewin Llanelli
W02000172,Swansea 005,10448,Swansea,0,0.14529096477794792,0.14529096477794792,0.42237748851454826,0.5689127105666156,0.7291347626339969,0.7291347626339969,1,1,214,Gorseinon,Gorseinon
W02000059,Flintshire 002,6694,Flintshire,0,0,0.287720346579026,0.6579025993426949,0.6579025993426949,0.6579025993426949,0.6579025993426949,0.6579025993426949,1,213,Mostyn & Holway,Mostyn a Holway
W02000152,Carmarthenshire 011,8368,Carmarthenshire,0,0,0.23745219885277247,0.23745219885277247,0.46546367112810705,0.7404397705544933,1,1,1,212,Llandybie & Saron,Llandybïe a Saron
W02000304,Caerphilly 015,5855,Caerphilly,0,0,0,0.28317677198975233,0.7239965841161401,1,1,1,1,211,Crosskeys South & Ynysddu,De Crosskeys ac Ynys-ddu
W02000287,Merthyr Tydfil 005,8481,Merthyr Tydfil,0,0,0.19632118853908737,0.4655111425539441,0.6551114255394411,0.6551114255394411,0.6551114255394411,1,1,210,Pentre-bach & Mountain Hare,Pentre-bach a Mountain Hare
